data,target
arowatt masseyacnz rowatt page flipping vga mode massey palmerston north new zealand xreader netnewspc version line help write second bankpage memory vga colour mode perform page flip animation buffering screen try use map mask register perform required task note able work standard vga necessarily svga card thanx advance andrew,comp.graphics
jbalgley bbncom jon balgley hiddenline removal program bolt beranek newman bbn line labsnbbncom post friend immediate need polygonbased hiddenline removal program deal inputoutput format need able perspective view orientation range publicdomain hiddenline program like able locate email reply summarize thanks,comp.graphics
sean sean gum cview answer white corporation harvey illinois xnewsreader tin line bryanw rahulnet bryan woodworth write apr sean sean gum write stupid question cview run need gif viewer linux xwindows thanks boy way hell able view gifs graphic linux window love linux easy learn want text okay use linux want text graphic use linux window simple painless require window want graphic include fancy word processor like doc image viewer like ummm beg differ kind soul send program dpgview exactly want view gif image linux xwindows support way big complaint painfully slow minute display image use cshow split second idea slow linux anybody good plus anybody doc dpgview thanks,comp.graphics
newmme mark newman help advice video buy keywords video cornell line question cover apologize need information fast department large sum money install video network ibm workstation area expertise wonder offer advice like base vhs video allow write video frame frame tape playback real time physic problem tell hardware available work support software obviously need particularly software actually use write email reply read group thanks help newman department physic cornell newmme,comp.graphics
john john heaton pov reboots memory upgrade replyto john mcc network unit line week run povray major problem easter increase memory meg meg povray reboot time run povray window run win work fine lot slow like use povray directly idea john john heaton nrs central mcc network unit oxford road manchester mpl phone fax packet gyyh gyyhgbpwy gbreu,comp.graphics
nfotis ntuagr nick fotis radiosity national technical athens line amann iamunibech stephan amann write xia zhao write apr write let work radiosity package write like make public domain announce minute finish good news bad news month finish note radiosity package resource list ftp list greeting nick nick nikolaos fotis national technical univ athens greece home esperidon internet nfotis halandri uucp mcsun ariadne theseas nfotis athens greece fax usenet editor compgraphics resource listing faq ntuaua acm student chapter chair organize small conference comp graphic interested participate nick nikolaos fotis national technical univ athens greece home esperidon internet nfotis halandri uucp mcsun ariadne theseas nfotis athens greece fax,comp.graphics
chris chris murphy need plotting package alta analytics line fullglapr fullgl ptsmotcom glen fullmer write look package xunix box file record like count integer entity string entity string type string produce networked graph node represent box circle vertex represent line width line determine different line type type vertice box need identify entity number entity vertex nice tool minimize line crossover good job layout look faq compgraphics gnuplot success idea appreciate thanks glen fullmer glenfullmer ptsmotcom roger grywalski response help network thing exactly chris murphy chris altaohcom columbus,comp.graphics
rayshade query articleid sunvaxapr stellenbosch line interested rayshade manage make chessboard rayshade knight horse idea look surface chesspieces board marble black work anybody idea nice surface like use image command rayshade heightfield command manual vague craig kolb email address anybody idea essential venture raytracing post finish chessboard anybody use rayshade nonunix fast unix render thanks rayshade best program love graphic artistic talent,comp.graphics
rdd reinhard drube postscript draw prog der garching line cecnnqo nish nishantha somebody let know draw utility use manipulate postscript filesi specifically interested draw line box sort postscript contour plot try xfig impress feature use use postscript file input programmeis utility convert postscript xfig format help greatly appreciated nishantha optimistic postscript big language fig format able interpreter arbitrary code program know manipulate postscript file islanddraw use xfig include postscript file convert epsi format small change possible erase letter add text reinhard,comp.graphics
dave watson watson delaunay western australia line world replyto watson zyeh zhenghao yeh write anybody know delaunay reference delaunay geometrical dual voronoi tessellation construction derive natural neighbor order aurenhammer voronoi diagram survey fundamental geometric data structure acm compute survey okabe boot sugihara spatial tessellation concept application voronoi diagram wiley son new york isbn watson compute ndimensional delaunay tessellation application voronoi polytopes computer watson natural neighbour sort australian computer dave watson internet watson department mathematics western australia tel nedlands australia fax,comp.graphics
hwstock stockman harlan hpxx dos sandia national laboratory line precompiled version hpxx prefereably,comp.graphics
tdawson chris herringshaw newsgroup split michigan engineering ann arbor line world concern propose newsgroup split personally favor learn awful lot aspect graphic read group code hardware algorithms just make different group wate result post week group kind like convenience big forum discuss aspect graphic feel way just curious daemon,comp.graphics
myless myles strous jcjensen bitmap code computer centre monash australia line greeting accord faq read july joshua jensen post bitmap manipulation specifically scale perspective newsgroup include source code turbo pascal inline assembly language unable archive newsgroup current email address joshua jensen copy code let know thanks gratefully myles myles strous email mylesstrous raytracing fan phone urgent grasp reality cardboard cutout proud team mustrum ridcully reaper man terry pratchett,comp.graphics
leyfre frederic leymarie developable surface mcgill research center intelligent machine montreal canada line cxxskhe hkuxbhkuhk hkuxahkuhk abel write netters currently developable surface familiar topic information source allow infomation developable surface thanks help abel hkuxahkuhk developable surface lay roll flat plane require cut cylinder cone plane course surface patch vanish gaussian intrinsic curvature singular hessian matrix derivative adequate coordinate patch developable technical word developable surface locally isometric plane point sphere earth way cut able lay flat piece intrinsic curvature vanish look book differential geometry treat surface manifold carmo book book author carmo manfredo title differential geometry curve surface year publisher prenticehall note page enjoy frederic leymarie leyfre mcgill electrical eng dept mcrcim tel montreal canada fax,comp.graphics
zemcik pavel zemcik tseng pixel clock technical brno czech republic keywords svga pixel clock summary anybody know set svga pixel clock line like program tseng nonstandard mode switch standard mode use bios change timing register xxf know select mhz pixel clock need bios function selects mhz anybody know obtain technical info interested technical information tseng trident chipsets thank pavel zemcik dept comp sci eng technical brno bozetechova brno czech republic email zemcik,comp.graphics
sgoldste aludrauscedu fogbound child fake virtual reality southern california los angeles line aludrauscedu mikeperedo mindlinkbcca mike peredo write ridiculous example far virtual reality clothing company recently open vancouver far tell just chic clothes spot sell virtual clothing email want dig phone probably promotional lit understand couple raf virtual reality party hear project gif image wall run animation newtek toaster like need adopt term virtual reality nonimmersive stuff virtually virtual reality samuel pratice safe signature prevent dangerous signature virii guildenstern shout certain dawn message summons moment begin say miss,comp.graphics
shmuel shmuel einstein screen capture cymk converter shmuel einstein associate line small program extract image vga color screen store image tiff file need insert image sale brochure need print color mac use photoshop separate image eps file pull quark express print film lintronix service bureau mac window need type operation window environment separation program available net good page layout program look thanks advance shmuel einstein shmuel einsteincom shmuel einstein associate wilshire blvd suite beverly hill fax,comp.graphics
stefan stefan eckart dmpegzip info mpeg post keywords mpeg dos replyto stefan technische universitaet muenchen germany line post dos mpeg short description technical information accompany dmpeg public domain mpeg decoder stefan eckart feature dmpegdmplay mpeg decode nearly mpeg video standard frame frame size support save decode sequence bite raw file late display optional onscreen display decode require vga dither option order dither grayscale colorspace selection run ram mswindows require compact small code small data model bit arithmetic real time display raw file separate player vga supervgas technical information player mpeg spec idct base chenwang algorithm quite optimum know block nonzero coefficient use nonseparated direct didct sound great turn fast fast algorithm quite common case dithering pretty standard main difference berkeley decoder number supported algorithm use instead color default option use restricted colorspace color saturation dominant order dither lead superior quality dithered image claim judge restrict colorspace mean component clip instead display colorspace point distribute restrict space distance colorspace point reduce factor color resolution double expense able represent fully saturate color saturation dominant order dither method color lie point display color space approximate primarily alternate point constant hue instead constant saturation yield subjectivly good quality low sensitivity human viewing saturation change hue change reasoning use pal standard improve ntsc improvement particularly visible dark brown redish area stefan eckart stefan,comp.graphics
mini csdcsduwmedu padmini srivathsa want info image database compute service division wisconsin milwaukee line world originator mini csdcsduwmedu guess say like reference introductory material image database send pointer mini thanx advance mini mini mini csdcsduwmedu,comp.graphics
valentin vulihman vulih ipmcesu attractive drawing sphere line replyto vulih ipmcesu inst prec mech comp equip moscow russia subscribe compgraphics quit,comp.graphics
club spektrmsksu koltovoy nikolay alexeevich news list image processing eunet replyto club spektrmsksu moscow scientific industrial spectrum line moscow scientific inductrial association spectrum offer videoscan vision pcat wich include software set controller software support videoscan family program kit develop kit include different function image processing kit work interactive regime include help non professional user possibility input frame board videoscan family read white image disk print image printer make arithmetic frame filter image work gistogramme edit image include user exe module controller function controller load tvimages pcat controller allow load fragment tvframe field pixel clock rate mhz load image pixel line mhz load pixels image provide equal pixel size input image horizontal vertical direction number gray level input mode video signal capture time controller purpose controller enter image ibm machine type controller create base modern element include user programmable gate array controller allow digitize input signal different resolution flexible architecture make possible change technical parameter instead signal process analog signal include signal slowspeed scan device controller following technical memory volume resolution work standard video signal pixel resolution work slow input regime pixel video signal capture time maximum size screen memory volume pixel number gray level clock rate input mhz input video multiplexer inputoutput lookup table lut possibility realize scroll zoom line external input use external control signal electronic adjustment black white reference analog digital converter possibility output image color rgb monitor change list function parameter controller image processor image processor allow digitize process signal real time possible digitize signal resolution realize arithmetic logic operation image processor create base modern element include user programmable gate array design board memory volume allow write frame format possible accumulate image processor following technical memory volume number gray level input video multiplexer inputoutput lookup table electronic adjustment black white adc reference image size possibility color black white output possibility input slowscan video source,comp.graphics
glp gordon phillips lyon lamb minivas control abekas originator glp phillson line cray research minivas want record abekas function work set record minivas hang send abekas smpte time code code compare ftp site minivas abekas code gordon phillips glp craycom gordon phillips glp craycom,comp.graphics
hugo hydraunmedu patrice cummings polygon orientation dxf new mexico albuquerque line hydraunmedu write program convert dxf file database format use graphic program write program store point polygon ccw order use concepts little point store order draw dxf format way indicate order point store ccw easy convert know way store dont know direction polygon visible dxf handle recommend workaround best create polygon dxf file store ccw double number polygon decrease speed thanks advance help patrice hugo hydraunmedu,comp.graphics
orourke joseph orourke fast polygon routine need keywords polygon need smith college northampton line cnxbl osprey uxcsouiucedu lucas adamski write fairly routine request look fast polygon routine use game fast polygon routine,comp.graphics
eeerik color palette color vga rainbow newcastle australia line anybody know calculate rgb value require set color vga palette color color rainbow red orange yellow help appreciate email eeerik erik castro lopo dept electrical computer eng uni newcastle australia,comp.graphics
peter van der veen yhe want font line wageningen agricultural xnewsreader ftpnuz want font borland bgi font converter vvfontzip program directory wuarchive mirror site directory nice utility present directory new version polyray ask site directory incoming instead utils ply directory povshell pvdv nive raytrace time peter department genetics agricultural wageningen netherlands,comp.graphics
kouhia juhana gray level screen tampere technology line inet cctutfi apr cisuabedu sloan cisuabedu kenneth sloan write create greylevel image display time slice grey level image mean item bit image work work bit screen screen intensity nonlinear bit pixel timing level linear screen intensity linear work best compinations level choises best choose different compinations level vary bit level order reader verify write juhana kouhia,comp.graphics
kuryakin rick pavek visiond site email unavailable boeing line use information provide recent resource listing try ftp visiond facet receive unknown host message mail paul bourke pdbourke bounce basically problem rick rick pavek ask droid outdo program kuryakin seattle waste time annoy droid,comp.graphics
prestonm csmanacuk martin preston problem grab block starbase screen keywords starbase line moment try grab portion starbase screen store area memory data need bit format problem app run bit screen fussy exact format actually intend write data tiff bits problem know grab portion screen blockread grab screen bit colour screenwindow type byte pixel thanks advance martin martin preston mpreston computer graphic computer graphic unit manchester compute centre just manchester load ball manchester phone,comp.graphics
tristant tristan tarrant paradise vga sussex line paradise svga chip doc say display following mode xxk colour xxk cols ramdac hicolor chip check board chip problem mode work graphic workshop claim display bit image dither bite colour board work try write assembler code mode work pixel address word bit low bit consider happen mode mode refuse work remain text mode help tristan,comp.graphics
tdawson chris herringshaw sun ipx root window display background picture michigan engineering ann arbor line world keywords sun ipx background picture originator tdawson sure information look ill post general public load image root window add line end xsession file xloadimage onroot fullscreen giffilename assume course xloadimage client switch pretty explain leave terminal lock till kill know hope help daemon,comp.graphics
gwang wang package fashion designer ohio state line hello look commercial software package professional fashion designer pointer greatly appreciated email thank million,comp.graphics
tdawson chris herringshaw graphic michigan engineering ann arbor line world wonder know information graphic series realspace use awesome mind able use similar feature program thanks advance daemon,comp.graphics
dsnyder real time graphic usaf alcfh wpafb dayton line cvarkk stockel jim stockel write write data acquisition program collect data variety source include external like able display data near realtime type thing machine unaware graphic package help unix machine idea commercial free package suit need appreciate input sure time commerical package try wave precision visuals free package try khoros new mexico ftp login anonyomus ftp valid email address password right place david,comp.graphics
sigma rahulnet kevin martin cview answer keywords stupid program bolero network line clevtnj rahulnet bryanw rahulnet bryan woodworth qlobb tuegatetuenl renew rene walter write info regard danger read floppy disk omit way careful incredibly poor program program important bug need squash merely point probably overlook mind probably affect targeted user cview use cview anymore saw explaind bug thread fault cview dos leave file open floppy drive change disk update close file good chance directory fat disk write new disk true destroy data program just cview thing cview improve situation try leave file open unless actively use reading decode kevin martin sigma rahulnet hat,comp.graphics
rgc robert carpenter recommend graphic library boeing line sorry mention platform original post decide post compgraphics like software run primarily mac object pascal mpw port window later package run mac windows version ideal look package low upfront cost reasonable licensing cost course bobc,comp.graphics
mor ralph mor tom gaskin pexlib phigs program manual oreilly consortium mit laboratory computer science line merlin neurouscedu merlin explain difference tom gaskin book pexlib program manual phigs program manual want buy book book running sco unix desktop sun lab access variety alliant cray ymp network like rat rabbit monkey human brain structure decide book want buy need decide program interface want use buy appropriate book write resource discuss difference phigs pexlib appear issue pretty soon brief summary phigs graphic api design portable device support window advantage extension pex pexlib slightly low level api design efficiently support pex extension advantage use pexlib integrates xlib motif good phigs provide immediate mode capability free policy pex support phigs currently extend support feature phigs like texture map antialiasing pexlib access feature advantage use phigs support multiple device just base support archive metafiles hardcopy output phigs predefined input device make input easy phigs handle exposure event resize phigs help colormap work strictly care thing like archive pexlib way api lot common ralph mor mit consortium,comp.graphics
lulagos admirador oak vga needd vesa tsr originator lulagos cipres centro computacion cec universidad chile line svga oak chip dont vesa tsr program card need anybody help mail lulagos thanks mackk ack,comp.graphics
johnsh rpiedu hugh johnson quicktime movie available articleid rensselaer polytechnic institute line johnsh write use macintosh application mpeg quicktime convert excellent mpeg canyonmpg quicktime movie want movie perfectly able convert let net know glad mail copy movie conversion close hour poor little iicx word unless quadra want tie machine convert file movie fast flythrough canyon landscape movie second long use compact video compressor quicktime movie look okay bit display look absolutely awesome bit display happy mail movie ask caveat need able receive ninemegabyte mail message movie stuffited seven meg binhex ruin party want movie just evidence net need dedicated quicktime ftp archive site cmon spare drive okay receive lot request movie simplicity sake mail receive edt tuesday maybe pop site sooner later hugh johnson johnsh rpiedu rensselaer polytechnic institute welcome macintosh troy new york usa,comp.graphics
johne itigovsg john eickemeyer sphere point information technology institute national computer board singapore line qkgbuinnsn bolson edward bolson write boy embarassing trivial faq center radius exactly fit point know circle point immediately way check geometry book graphic gem farin loss mercy provide solution head try center sphere determine dist radius distance point dist dist dist dist course square thing rid square root distsq distsq distsq distsq plug variable distance formula simplify term cancel leave linearly independent equation unknown solve use favorite method best john john eickemeyer lord god subtle information technology institute malicious national computer board singapore email johne itigovsg albert einstein,comp.graphics
echen chen windows bmp sun raster articleid world washington line converter bmp format xview handle converter run unix look faq download package luck thanks advance echen,comp.graphics
osprey uxcsouiucedu lucas adamski fast polygon routine need keywords polygon need illinois line pdxgateuucp idr ian romanick write kind polygon shade come play fast routine just polygon nice know exaclty vga start processor specific need info want answer want texture map cause ask just simple fast routine filled polygon processor itd minimum maybe good ideally want polyn function clip userdefined viewport write arbitrary location memory course chance like pretty remote guess need source guess need asm slow polygon routine waaay slow vector graphics program hunt high low polyn function asm use polyn function asm pretty bad wont try rewrite lucas,comp.graphics
geoffrey geoff thomas help color display keywords graphic articleid cantuacemcv canterbury christchurch new zealand line probably set palette try draw new colour use bios interrupt set value range card particular palette colour range colour mode able draw pixel palette value result bit colourmap compress unique rgb triplet colour mode geoff thomas geoffrey computer science dept canterbury private bag christchurch oook new zealand,comp.graphics
chris chris johnston day seminar nasa lewis research center cleveland line world replyto chris chris johnston sampe ncga akron nasa lewis research center sponsor computer composites oneday seminar devote practical application computer workstation efficient processing design manufacture composite akron akron ohio speaker advancement graphic jay horowitz nasa integrated product development michael cowen network workstation sikorski aircraft structural analysis brian fite nasa jason williams penn stateerie molecular physical modeling vassilios galiatsato polymer cure akron process modeling polymer matrix composite ram upadhyay corporate registration fee advance site include box lunch contact gary robert nasa lewis research center write sampe regional seminar gary robert nasa lewis research center brookpark cleveland ohio email gary chris johnston material engineer nasa lewis research center internet chris brookpark cleveland usa resistance futile,comp.graphics
spworley netcomcom steve worley sphere point netcom online service guest line bolson edward bolson write boy embarassing trivial faq point non coplanar sphere center radius exactly fit point know circle point immediately way check geometry book graphic gem farin loss mercy provide solution bad question ref list algorithm bit hard point plane define circle lie say algorithm center circle line pass center plane point pass center sphere repeat unused point original point different line pas sphere origin interection center sphere radius easy compute just distance center original point leave math workable algorithm alternate method pair point plane form bisector line segment pair contain center sphere pair form plane intersect point easy implement steve spworley netcomcom,comp.graphics
raynor harold brian raynor help need hidden line removal summary need help robert line removal keywords hidden line graphic usc department computer science comp line look information hidden line removal use robert algorithm code pseudo code especially helpful require class monday little time implement change fast paced class note class leave lot desire vastly appreciate help actually algorithm nice robert main problem object intersect dimension need know line clip object appear ftp address filename good book appreciate thank brian raynor,comp.graphics
tmc tim ciceran mpeg location brock catharines ontario xnewsreader tin version line alan jackson ajackson write tell mpeg viewer window thanks advance alan jackson mail ajackson cchcovacuk liverpool football club simply best walk window mpeg viewer directory tmc tmc,comp.graphics
rcomg mark gregory avi file format summary avi file format keywords avi file format royal melbourne institute technology line email new avi file format sure like know exactly thank mark gregory lecturer mgregory rmiteduau fax royal melbourne institute technology department electronic engineering box melbourne victoria australia mark gregory lecturer mgregory rmiteduau fax royal melbourne institute technology department electronic engineering box melbourne victoria australia,comp.graphics
srlnjal gracecrinz coreldraw bitmap scodal industrial research new zealand line know software allow convert coreldraw cdr file contain bitmap scodal format bureau filmrecorder recognise jeff lyall lower hutt new zealand,comp.graphics
morley mark morley vga mode routine available camosun college victoria canada xnewsreader tin line make vga mode graphic library available ftp originally write routine kind exercise useful certainly useable miss higherlevel intend intro mode program starting point library assume processor trivial modify ask make mod repost different version routine write assembly tasm callable fairly simple fast purpose routine include enter exit mode define virtual screen pixel pixmap rectangular image transparent spot sprite image seethru area copy area virtual screen video memory include simple routine draw line routine load color gif image buffer write quickndirty demo program bounce bunch sprite window package available pubdosvglzip zip pkzip completely public domain far concern like nice credit maybe email tell like like bother mark morley camosunbcca,comp.graphics
dhh henrik harmsen million thousand color chalmers technology gothenburg sweden line andrey andre yew write dhh henrik harmsen write bit rgb horrible machbanding visible picture bits rgb color visible machbanding picture machbanding small machbanding smooth picture situiations visible machbanding bit card create smooth color gradient turn contrast monitor probably machbanding mean damn henrik attempt helpful use common correct mach banding occur image color quantization bit human eye response transition edge intensity result color near transistion look brighter brighter darker darker andre yeah course term mach banding correct shouldve color quantization effect bad color quantization effect result visible machbands picture smooth quantizised henrik harmsen internet dhh chalmers technology sweden lose mind tape,comp.graphics
kind jim cobb vlbus card florida nerdc line xnewsreader nnrvm know vlbus video card base card cost come ram windows performance like,comp.graphics
sas lord soth mpeg msdos illinois urbana line know ftp mpeg thanks help advance email prefer post fine scott lord soth knight email lordsoth uiuc black rise sas clue want say say,comp.graphics
city new york ntqc cunyvmbitnet hot new software line speed determine run intel chip amiga motorola chip fast true ray tracer impulse port speed term feature learn curve state true imagine lot admit year use amiga learning curve steep manual realy bad lot market support product include regular tip magazine avid great book steve worley imagine book just recommened important price include tool package imagine complete,comp.graphics
seth seth wandersman univesa driver replyto seth seth wandersman line univesa driver available net finally meg oak board able color program say fault program fractint wrong card univesa free driver available net make board vesa compatible,comp.graphics
harti stefan hartmann behse genoa graphic board driver ftp site articleid mailgzrzqpfr tuberlinzrz line open ftp site late software driver genoa graphic card access ftp login ftp password ftp pubgenoa binary prompt hash wan late driver board series mget quit sequence driver question email best regard stefan hartmann email harti,comp.graphics
news package fashion designer ohio state line probably generate buggy news reader,comp.graphics
lmp rigeltamuedu preston lisa cview question cview answer texas academic compute service line world rigeltamuedu newssoftware vaxvms vnews anybody cview work color mode trident hicolor card best color come screw bad program hang load vesa driver thing happen different machine work trident anybody know viewer thanx lisa,comp.graphics
renouar renouard olivier pov previewer universite paris ufr line actually try write like encounter problem draw wireframe view require explicit equation function parameter convert implicit equation use pov explicit possible math anybody hear useful book,comp.graphics
jian jian grayscale printer summary image printer dartmouth college hanover line interested purchase grayscale printer offer good resoltuion grayscale medical image anybody product market particular thank advice,comp.graphics
freemant toby freeman tjf oct coreldraw bitmap scodal borneo replyto freemant dept compute science glasgow glasgow line rgmginnfm srlnjal gracecrinz write yes aware coreldraw export scodal try export scodal bitmap say like export know way ear ideal solution use tracing utility remember sorry include corel draw pack convert bitmap corel art format import draw bitmap result file completely corel format scodaled problem slight problem make solution idea trace utility spit point necessary define shape trace straight line curve trace short segment scodal long image obvious solution strip extra point hand use corel ouch time just wonder just bitmap scodal tad cheap jeff lyall say mind problem route bitmap corel trace hand trim use corel combine main corel pic import scodal cheer toby toby freeman glasgow freemant,comp.graphics
